country,year,co2,coal_co2,cement_co2,gas_co2,oil_co2,methane
Egypt,2007,185.907,2.917,17.1,81.128,84.763,53.7
Egypt,2008,194.764,2.854,16.195,83.31,92.404,54.75
Egypt,2009,203.17,2.689,19.973,81.788,98.719,53.6
Egypt,2010,200.841,4.126,20.514,81.948,94.255,53.53
Egypt,2011,213.027,1.7,20.098,92.679,98.549,55.07
Egypt,2012,208.718,1.803,20.971,92.919,93.025,56
Egypt,2013,206.949,1.7,20.21,90.4,94.639,55.67
Egypt,2014,221.668,1.495,20.76,81.7,117.713,55.88
Egypt,2015,219.167,1.345,21.648,84.151,112.023,55.57
Egypt,2016,234.123,1.608,22.82,94.824,114.87,56.31
Egypt,2017,250.605,1.392,21.77,108.407,119.036,56.31
Egypt,2018,227.721,1.085,21.002,102.698,102.936,56.31
Egypt,2019,225.882,0.997,19.669,101.579,103.636,56.31
Egypt,2020,213.457,0.379,18.135,99.613,95.33,56.31
Estonia,1991,33.823,22.22,0.479,2.761,8.209,2.25
Estonia,1992,24.355,17.736,0.315,1.607,4.63,2.28
Estonia,1993,19.404,13.568,0.228,0.803,4.784,2.06
Estonia,1994,20.036,14.113,0.33,1.119,4.455,1.76
Estonia,1995,18.213,13.071,0.348,1.289,3.485,1.71
Estonia,1996,19.134,13.572,0.361,1.422,3.759,1.65
Estonia,1997,18.645,13.168,0.396,1.393,3.664,1.6
Estonia,1998,16.917,11.495,0.404,1.334,3.627,1.55
Estonia,1999,15.912,10.896,0.361,1.296,3.307,1.51
Estonia,2000,15.485,10.848,0.374,1.503,2.715,1.44
Estonia,2001,15.866,10.665,0.38,1.611,3.161,1.42
Estonia,2002,15.349,10.369,0.356,1.36,3.21,1.5
Estonia,2003,17.235,12.146,0.335,1.547,3.152,1.39
Estonia,2004,17.368,12.055,0.365,1.742,3.156,1.39
Estonia,2005,17.156,11.804,0.373,1.741,3.19,1.32
Estonia,2006,16.502,11.096,0.414,1.729,3.211,1.34
Estonia,2007,20.022,14.318,0.597,1.737,3.317,1.28
Estonia,2008,17.875,12.376,0.603,1.682,3.168,1.27
Estonia,2009,14.489,10.075,0.257,1.224,2.907,1.23
Estonia,2010,18.995,14.267,0.31,1.328,3.052,1.24
Estonia,2011,19.091,14.287,0.416,1.19,3.157,1.18
Estonia,2012,17.846,12.647,0.407,1.275,3.249,1.18
Estonia,2013,19.738,14.569,0.399,1.212,3.256,1.16
Estonia,2014,18.885,14.083,0.422,1.022,3.307,1.13
Estonia,2015,15.859,11.269,0.206,0.915,3.403,1.12
Estonia,2016,17.567,12.751,0.185,1.052,3.513,1.1
Estonia,2017,18.788,13.879,0.307,0.95,3.569,1.1
Estonia,2018,17.945,13.088,0.298,0.987,3.487,1.1
Estonia,2019,12.38,7.802,0.295,0.906,3.297,1.1
Estonia,2020,10.452,6.126,0.295,0.834,3.118,1.1
Finland,1991,55.23,21.388,0.569,5.389,26.845,8.26
Finland,1992,54.284,20.678,0.473,5.575,26.673,8.19
Finland,1993,56.348,23.401,0.361,5.822,25.639,8.15
Finland,1994,61.711,27.593,0.364,6.295,26.385,8.05
Finland,1995,58.14,24.657,0.378,6.509,25.616,7.83
Finland,1996,64.057,29.757,0.381,6.789,26.054,7.72
Finland,1997,62.719,28.497,0.45,6.646,26.038,7.57
Finland,1998,59.37,23.718,0.448,7.592,26.589,7.3
Finland,1999,58.892,23.036,0.479,7.571,26.747,7.1
Finland,2000,57.038,21.985,0.505,7.717,25.847,6.76
Finland,2001,62.536,26.125,0.504,8.388,26.467,6.58
Finland,2002,65.06,28.305,0.485,8.34,26.823,6.29
Finland,2003,72.658,35.015,0.467,9.227,26.93,6.07
Finland,2004,68.961,31.638,0.529,8.874,26.928,5.78
Finland,2005,57.047,21.034,0.542,8.119,26.359,5.49
Finland,2006,68.389,31.584,0.574,8.687,26.469,5.59
Finland,2007,66.765,30.347,0.605,8.118,26.65,5.37
Finland,2008,58.617,23.674,0.62,8.359,24.934,5.26
Finland,2009,55.937,22.894,0.385,7.499,24.222,5.14
Finland,2010,64.103,29.141,0.526,8.273,25.149,5.15
Finland,2011,56.667,24.07,0.558,7.253,23.8,5.01
Finland,2012,51.229,19.59,0.497,6.462,23.754,4.94
Finland,2013,51.728,21.36,0.482,6.07,22.853,4.81
Finland,2014,47.645,19.31,0.469,5.403,21.594,4.68
Finland,2015,44.126,16.836,0.462,4.728,21.308,4.61
Finland,2016,47.229,18.641,0.553,4.219,22.916,4.49
Finland,2017,44.652,17.068,0.604,3.897,22.209,4.49
Finland,2018,45.849,17.913,0.602,4.42,22.155,4.49
Finland,2019,42.546,15.249,0.583,4.314,21.748,4.49
Finland,2020,39.288,13.693,0.583,4.148,20.212,4.49
France,1991,417.134,85.814,10.249,66.719,245.042,77.41
France,1992,406.979,77.783,9.21,67.717,243.444,76.68
France,1993,387.667,62.974,8.456,67.985,239.558,76.83
France,1994,381.026,61.693,8.628,67.437,234.055,76.74
France,1995,385.975,62.843,8.487,68.595,236.788,77.06
France,1996,402.403,65.213,8.293,75.67,243.902,76.18
France,1997,395.245,61.191,7.967,74.98,241.629,74.58
France,1998,413.906,71.185,8.532,76.81,247.937,74.59
France,1999,411.544,66.279,8.231,80.507,247.529,74.3
France,2000,405.901,65.576,8.395,84.029,238.851,75.38
France,2001,410.533,56.032,8.482,88.274,248.92,75.18
France,2002,406.01,58.493,8.465,87.62,242.823,73.05
France,2003,411.946,59.117,8.38,91.185,244.72,71.71
France,2004,413.149,58.171,8.87,92.598,244.827,70.24
France,2005,415.518,61.992,8.906,94.211,241.967,69.03
France,2006,405.761,59.437,9.095,91.784,236.611,67.98
France,2007,395.428,61.339,9.251,88.79,226.955,67.91
France,2008,387.992,56.14,8.66,91.65,222.322,67.79
France,2009,368.631,45.182,7.473,90.131,217.444,66.4
France,2010,376.576,49.075,7.676,95.812,215.87,66.03
France,2011,353.735,41.909,7.835,87.516,208.338,64.01
France,2012,355.932,46.53,7.291,90.326,204.318,63.24
France,2013,357.537,49.317,7.099,91.071,202.678,62.73
France,2014,325.886,39.107,6.765,75.915,196.893,61.91
France,2015,329.91,37.618,6.407,80.972,198.025,61.06
France,2016,333.579,35.683,6.437,88.66,196.115,59.87
France,2017,336.996,39.68,6.291,88.818,195.622,59.87
France,2018,322.372,34.867,6.496,84.468,189.587,59.87
France,2019,315.931,29.115,6.585,86.039,187.709,59.87
France,2020,276.634,21.254,6.585,80.911,161.335,59.87
Georgia,1991,15.869,0.944,0.259,8.52,6.035,14.28
Georgia,1992,15.277,0.968,0.203,9.06,5.047,11.78
Georgia,1993,9.916,0.638,0.122,6.896,2.261,9.81
Georgia,1994,6.068,0.337,0.041,4.573,1.118,8.39
Georgia,1995,2.29,0.157,0.041,1.686,0.406,7.29
Georgia,1996,4.054,0.161,0.034,1.451,2.407,7.36
Georgia,1997,4.426,0.029,0.037,1.751,2.609,7.38
Georgia,1998,4.939,0.077,0.081,1.745,3.036,7.35
Georgia,1999,4.311,0.062,0.138,1.578,2.533,7.38
Georgia,2000,4.5,0.059,0.14,2.18,2.121,7.4
Georgia,2001,3.732,0.055,0.134,1.859,1.676,6.46
Georgia,2002,3.352,0.055,0.139,1.554,1.601,6.41
Georgia,2003,3.735,0.114,0.137,1.766,1.715,6.77
Georgia,2004,4.276,0.172,0.168,2.382,1.55,6.5
Georgia,2005,5.018,0.18,0.177,2.792,1.865,6.08
Georgia,2006,6.097,0.18,0.176,3.642,2.096,6.02
Georgia,2007,6.365,0.381,0.173,3.287,2.521,5.89
Georgia,2008,5.309,0.454,0.172,2.477,2.206,5.81
Georgia,2009,6.136,0.51,0.332,2.486,2.808,5.73
Georgia,2010,6.208,0.798,0.327,2.322,2.761,5.73
Georgia,2011,7.805,1.077,0.568,3.451,2.708,5.67
Georgia,2012,8.252,1.18,0.583,3.77,2.719,5.74
Georgia,2013,8.009,1.205,0.619,3.528,2.656,5.72
Georgia,2014,8.934,1.172,0.621,4.311,2.831,5.71
Georgia,2015,9.747,1.11,0.671,4.749,3.217,5.44
Georgia,2016,10.066,1.034,0.69,4.464,3.878,5.39
Georgia,2017,10.18,1.162,0.785,4.703,3.53,5.39
Georgia,2018,10.105,1.206,0.798,4.681,3.42,5.39
Georgia,2019,10.48,1.401,0.798,4.812,3.468,5.39
Georgia,2020,9.968,1.177,0.798,4.77,3.223,5.39
Germany,1991,1014.225,503.853,13.741,130.162,352.78,127
Germany,1992,965.893,454.135,14.444,129.384,354.501,119.25
Germany,1993,956.132,430.617,14.531,136.302,361.484,118.58
Germany,1994,939.815,418.041,15.341,142.162,350.531,113.71
Germany,1995,938.968,405.933,15.562,152.984,350.835,111.9
Germany,1996,959.151,400.629,14.811,169.971,360.487,108.87
Germany,1997,931.324,386.881,15.275,162.892,352.854,105.27
Germany,1998,923.357,377.497,15.545,165.393,351.74,99.14
Germany,1999,895.874,360.069,15.771,165.642,341.247,98.5
Germany,2000,899.852,373.476,15.253,166.433,331.623,94.11
Germany,2001,916.649,376.536,13.504,173.813,340.234,89.1
Germany,2002,899.971,375.802,12.823,173.623,325.52,84.88
Germany,2003,901.152,379.537,13.507,174.873,320.98,80.52
Germany,2004,887.089,375.99,14.068,173.357,311.614,74.53
Germany,2005,866.697,363.237,13.05,173.43,305.215,70.65
Germany,2006,878.32,369.594,13.34,178.396,304.938,66.72
Germany,2007,851.624,379.385,14.449,174.441,271.173,64.32
Germany,2008,854.927,356.219,13.579,179.834,293.274,63.53
Germany,2009,790.295,317.946,12.559,167.412,282.105,60.91
Germany,2010,832.949,343.447,12.431,184.004,282.159,59.92
Germany,2011,809.217,344.696,13.393,168.411,271.43,58.7
Germany,2012,813.985,349.767,13.289,168.062,271.887,59.22
Germany,2013,831.454,356.836,12.503,170.536,280.302,58.31
Germany,2014,792.588,344.848,12.905,152.271,271.274,57.16
Germany,2015,795.61,341.011,12.626,157.455,273.468,56.81
Germany,2016,800.687,329.443,12.663,169.468,278.132,55.52
Germany,2017,785.883,310.735,13.408,171.376,279.511,55.52
Germany,2018,754.112,295.66,13.228,169.549,264.941,55.52
Germany,2019,711.428,240.004,13.287,173.082,274.636,55.52
Germany,2020,644.31,199.077,13.287,170.733,250.681,55.52
Ghana,1991,4.209,0.007,0.307,0.011,3.895,6.92
Ghana,1992,3.662,0.007,0.419,0.011,3.235,7.07
Ghana,1993,4.31,0.007,0.492,0.011,3.811,7.39
Ghana,1994,5.089,0.007,0.549,0.011,4.532,7.68
Ghana,1995,5.154,0.007,0.53,0.011,4.617,8.01
Ghana,1996,5.469,0.007,0.61,0.011,4.851,7.82
Ghana,1997,6.205,0.007,0.69,0.011,5.507,8.75
Ghana,1998,6.245,0.007,0.661,0.011,5.584,10.1
Ghana,1999,6.37,0.007,0.757,0.011,5.613,9.26
Ghana,2000,6.101,0.007,0.788,0.011,5.313,10.29
Ghana,2001,6.734,0.007,0.765,0.011,5.969,10.85
Ghana,2002,7.233,0.007,0.762,0.011,6.471,10.88
Ghana,2003,7.438,0.007,0.759,0.011,6.679,11.16
Ghana,2004,7.153,0.007,0.756,0.011,6.397,11.15
Ghana,2005,6.803,0.007,0.713,0.011,6.09,12.41
Ghana,2006,9.159,0.007,0.707,0.011,8.453,12.08
Ghana,2007,9.619,0.007,0.697,0.011,8.922,12.31
Ghana,2008,8.925,0.007,0.692,0.011,8.233,12.39
Ghana,2009,7.498,0.007,0.693,0.011,6.793,12.79
Ghana,2010,9.71,0.007,0.81,0.81,8.09,13.21
Ghana,2011,11.226,0.007,0.956,1.583,8.686,15.23
Ghana,2012,14.315,0.007,1.759,0.802,11.754,15.98
Ghana,2013,14.18,0.007,1.752,0.601,11.827,17.51
Ghana,2014,14.755,0.007,1.744,1.279,11.732,18.55
Ghana,2015,16.114,0.007,1.484,2.44,12.19,20.23
Ghana,2016,16.547,0.007,1.55,1.418,13.579,21.38
Ghana,2017,13.74,0.007,1.472,2.36,9.907,21.38
Ghana,2018,16.683,0.007,1.55,3.004,11.73,21.38
Ghana,2019,16.918,0.007,1.55,3.138,11.831,21.38
Ghana,2020,16.001,0.007,1.55,3.249,10.803,21.38
Greece,1991,83.401,38.404,5.716,0.833,37.425,10.62
Greece,1992,84.983,40.495,5.861,0.413,37.262,10.72
Greece,1993,84.296,40.164,5.875,0.318,37.055,10.81
Greece,1994,86.442,42.134,5.916,0.2,37.38,11.01
Greece,1995,86.979,40.427,6.356,0.194,39.149,11.08
Greece,1996,89.132,39.23,6.374,0.208,42.493,11.27
Greece,1997,93.821,42.629,6.408,0.428,43.486,11.21
Greece,1998,98.641,44.556,6.383,1.645,45.129,11.56
Greece,1999,97.958,43.084,6.366,2.848,44.74,11.36
Greece,2000,102.999,45.851,6.537,3.982,45.659,11.48
Greece,2001,105.386,47.02,6.566,3.923,46.884,10.72
Greece,2002,105.021,45.544,6.313,4.24,47.914,10.69
Greece,2003,109.09,45.616,6.368,4.757,51.361,10.71
Greece,2004,109.547,47.094,6.364,5.245,49.844,10.94
Greece,2005,113.931,46.604,6.791,5.385,54.01,10.9
Greece,2006,112.472,42.794,6.599,6.284,55.753,10.97
Greece,2007,114.592,45.193,6.407,7.808,54.116,11.07
Greece,2008,111.125,43.285,6.054,8.109,52.769,10.94
Greece,2009,104.355,42.243,4.582,6.623,50.163,10.54
Greece,2010,97.361,41.26,4.209,7.166,44.009,10.74
Greece,2011,94.55,42.116,2.43,8.811,40.509,10.58
Greece,2012,91.431,43.296,3.099,8.094,36.298,10.4
Greece,2013,81.736,37.315,3.639,7.336,32.911,10.05
Greece,2014,78.662,35.256,3.822,5.559,33.484,9.9
Greece,2015,74.961,29.993,3.467,6.035,34.973,9.71
Greece,2016,71.373,23.616,3.772,7.912,35.564,9.51
Greece,2017,74.855,26.047,3.685,9.536,35.018,9.51
Greece,2018,71.808,24.896,3.419,9.072,33.821,9.51
Greece,2019,65.736,17.914,3.36,9.998,33.883,9.51
Greece,2020,52.235,9.459,3.36,11.001,27.834,9.51
Guatemala,1991,4.951,0.04,0.621,0.015,4.316,7.06
Guatemala,1992,5.919,0.04,0.603,0.018,5.298,7.41
Guatemala,1993,5.578,0.04,0.481,0.018,5.078,7.75
Guatemala,1994,6.751,0.04,0.515,0.018,6.218,7.74
Guatemala,1995,7.079,0.04,0.494,0.022,6.562,7.86
Guatemala,1996,6.571,0.04,0.467,0.022,6.082,7.65
Guatemala,1997,7.502,0.04,0.548,0.022,6.932,7.73
Guatemala,1998,8.639,0.04,0.641,0.022,7.999,9.39
Guatemala,1999,8.806,0.04,0.683,0.022,8.083,8.43
Guatemala,2000,9.765,0.571,0.835,0.022,8.358,9.39
Guatemala,2001,10.233,0.531,0.846,0.022,8.856,8.55
Guatemala,2002,10.722,1.033,0.84,0.022,8.849,9.47
Guatemala,2003,10.448,0.978,0.834,0.022,8.636,13.11
Guatemala,2004,11.18,1.129,0.91,0.022,9.142,8.89
Guatemala,2005,12.109,1.561,0.985,0.022,9.563,12
Guatemala,2006,12.177,1.689,0.976,0.022,9.512,9.59
Guatemala,2007,12.145,1.187,1.002,0.022,9.956,11.18
Guatemala,2008,10.893,1.183,0.993,0.022,8.717,10.38
Guatemala,2009,11.442,0.769,0.593,0.022,10.08,11.51
Guatemala,2010,11.098,1.286,1.099,0.022,8.713,11.11
Guatemala,2011,11.237,1.29,1.114,0.022,8.834,11.08
Guatemala,2012,11.558,1.513,1.119,0.022,8.926,11.17
Guatemala,2013,12.784,2.59,1.154,0.022,9.039,11.93
Guatemala,2014,13.785,2.799,1.357,0.022,9.629,11.4
Guatemala,2015,15.822,4.012,1.357,0.022,10.453,12.18
Guatemala,2016,16.913,4.715,1.396,0.022,10.803,12.88
Guatemala,2017,17.292,3.91,1.434,0.022,11.947,12.88
Guatemala,2018,18.646,4.62,1.473,0.022,12.553,12.88
Guatemala,2019,21.934,6.909,1.473,0.022,13.552,12.88
Guatemala,2020,18.938,5.44,1.473,0.022,12.025,12.88
Hungary,1991,69.656,25.086,1.102,20.46,21.556,11.7
Hungary,1992,62.085,20.644,0.859,17.576,21.705,10.51
Hungary,1993,63.389,20.555,1.022,19.11,21.464,9.98
Hungary,1994,61.787,18.683,1.181,19.412,21.157,9.46
Hungary,1995,61.391,18.389,1.186,20.911,19.759,8.84
Hungary,1996,63.025,18.875,1.111,23.529,18.46,9.04
Hungary,1997,61.624,18.318,1.174,22.436,18.685,8.94
Hungary,1998,61.164,17.182,1.222,22.465,19.297,8.73
Hungary,1999,61.664,17.561,1.224,22.759,19.154,8.8
Hungary,2000,58.365,16.473,1.353,22.206,17.461,8.96
Hungary,2001,59.968,15.9,1.357,24.647,17.238,8.92
Hungary,2002,59.005,15.629,1.426,24.844,16.294,8.78
Hungary,2003,61.756,16.162,1.412,27.227,16.056,9.05
Hungary,2004,60.132,15.477,1.289,26.815,15.604,8.63
Hungary,2005,60.278,13.598,1.199,28.025,16.404,8.38
Hungary,2006,59.642,13.617,1.296,26.512,17.173,8.26
Hungary,2007,58.554,13.572,1.328,25.106,17.531,8.17
Hungary,2008,57.248,13.064,1.261,24.617,17.239,8.04
Hungary,2009,51.471,11.189,0.973,21.364,17.171,8
Hungary,2010,52.069,11.672,0.735,22.918,15.972,7.95
Hungary,2011,50.191,11.955,0.564,21.875,15.029,7.8
Hungary,2012,46.758,11.456,0.678,19.572,14.345,7.69
Hungary,2013,43.59,10.166,0.516,18.365,13.845,7.46
Hungary,2014,43.678,10.186,0.566,17.068,15.191,7.33
Hungary,2015,46.615,10.518,0.676,18.191,16.531,7.21
Hungary,2016,47.072,9.77,0.705,19.324,16.572,7.2
Hungary,2017,49.452,10.032,0.783,20.438,17.474,7.2
Hungary,2018,49.408,9.437,0.882,19.805,18.555,7.2
Hungary,2019,49.08,8.181,1.023,19.825,19.373,7.2
Hungary,2020,48.275,7.657,1.023,20.498,18.42,7.2
Iceland,1991,2.106,0.245,0.048,0,1.742,0.51
Iceland,1992,2.255,0.243,0.045,0,1.898,0.52
Iceland,1993,2.411,0.298,0.039,0,1.988,0.53
Iceland,1994,2.365,0.293,0.037,0,1.964,0.54
Iceland,1995,2.467,0.296,0.037,0,2.051,0.55
Iceland,1996,2.523,0.281,0.041,0,2.118,0.56
Iceland,1997,2.619,0.32,0.045,0,2.184,0.56
Iceland,1998,2.638,0.284,0.053,0,2.215,0.57
Iceland,1999,2.84,0.358,0.06,0,2.309,0.58
Iceland,2000,2.932,0.466,0.064,0,2.248,0.57
Iceland,2001,2.863,0.502,0.058,0,2.159,0.58
Iceland,2002,2.991,0.513,0.038,0,2.291,0.57
Iceland,2003,2.985,0.51,0.032,0,2.303,0.57
Iceland,2004,3.109,0.526,0.05,0,2.405,0.57
Iceland,2005,2.976,0.484,0.054,0,2.315,0.56
Iceland,2006,3.153,0.515,0.061,0,2.445,0.66
Iceland,2007,3.496,0.596,0.063,0,2.686,0.61
Iceland,2008,3.811,0.639,0.061,0,2.92,0.6
Iceland,2009,3.728,0.622,0.028,0,2.904,0.6
Iceland,2010,3.625,0.626,0.01,0,2.796,0.6
Iceland,2011,3.501,0.639,0.02,0,2.66,0.57
Iceland,2012,3.497,0.659,0.02,0,2.662,0.54
Iceland,2013,3.483,0.661,0.02,0,2.645,0.54
Iceland,2014,3.459,0.625,0.02,0,2.648,0.55
Iceland,2015,3.536,0.661,0.02,0,2.708,0.56
Iceland,2016,3.487,0.66,0.02,0,2.675,0.55
Iceland,2017,3.605,0.693,0.02,0,2.762,0.55
Iceland,2018,3.663,0.715,0.02,0,2.788,0.55
Iceland,2019,3.551,0.685,0.02,0,2.696,0.55
Iceland,2020,2.936,0.685,0.02,0,2.081,0.55
India,1991,615.925,393.603,24.503,23.563,166.423,534.21
India,1992,656.033,412.001,25.156,27.256,188.055,538.98
India,1993,677.916,433.738,26.602,26.996,186.879,544.67
India,1994,716.918,456.367,28.54,29,198.954,549.57
India,1995,762.121,472.395,31.104,39.051,216.281,557.16
India,1996,825.919,505.217,34.079,39.747,243.16,561.99
India,1997,859.686,528.474,37.418,46.024,244.202,568.54
India,1998,877.698,524.872,39.026,47.595,262.892,578.39
India,1999,951.749,561.326,44.592,42.316,300.51,586.75
India,2000,978.919,573.692,45.957,43.873,312.287,590.34
India,2001,992.56,582.912,46.74,43.569,316.115,596.18
India,2002,1023.027,599.45,49.111,47.134,324.588,590.23
India,2003,1059.616,626.782,50.88,49.988,329.937,602.11
India,2004,1125.471,670.922,55.545,49.585,347.518,612.75
India,2005,1185.953,722.497,59.687,50.439,351.646,624.7
India,2006,1259.744,774.666,64.905,49.442,368.891,634.47
India,2007,1358.152,843.677,68.333,52.696,391.028,648.74
India,2008,1462.815,912.093,73.245,63.047,412.316,654.17
India,2009,1612.817,985.349,81.268,112.685,431.61,655.71
India,2010,1677.888,1017.376,86.029,134.244,438.373,660.79
India,2011,1780.13,1091.465,91.314,136.364,458.909,659.73
India,2012,1963.586,1247.112,100.237,125.605,488.554,661.57
India,2013,2036.937,1320.664,107.82,110.689,495.642,660.15
India,2014,2185.856,1447.723,115.825,109.468,511.166,659.8
India,2015,2268.567,1487.726,117.508,106.871,554.789,656.28
India,2016,2382.223,1530.271,123.281,113.622,613.166,663.63
India,2017,2433.856,1561.224,121.047,118.922,631.087,663.63
India,2018,2599.806,1677.771,138.965,126.201,655.19,663.63
India,2019,2625.968,1677.934,143.664,128.68,674.011,663.63
India,2020,2441.792,1587.552,122.908,126.984,602.67,663.63
Indonesia,1991,180.621,13.52,9.087,43.494,103.458,374.02
Indonesia,1992,203.577,12.509,9.777,52.374,117.107,383.52
Indonesia,1993,219.762,21.309,10.775,57.659,117.418,386.34
Indonesia,1994,222.855,26.648,12.538,60.309,113.47,390.07
Indonesia,1995,226.543,25.175,13.312,64.574,113.862,392.79
Indonesia,1996,255.067,27.561,14.266,78.992,124.631,338.84
Indonesia,1997,280.734,29.389,16.01,82.042,143.869,580.69
Indonesia,1998,215.971,32.075,13.077,48.028,113.174,391.27
Indonesia,1999,243.95,37.168,14.082,83.653,106.054,346.45
Indonesia,2000,274.727,50.906,16.446,48.593,154.978,329.66
Indonesia,2001,303.341,64.629,18.462,61.162,149.856,322.25
Indonesia,2002,310.818,66.665,18.137,59.764,156.843,444.97
Indonesia,2003,340.441,89.49,17.811,62.662,162.447,339.24
Indonesia,2004,344.394,82.216,19.047,61.886,173.895,427.12
Indonesia,2005,348.989,94.222,18.527,54.451,174.754,346.07
Indonesia,2006,346.706,111.641,19.047,57.426,152.499,448.35
Indonesia,2007,388.255,140.066,19.567,57.078,166.225,285.58
Indonesia,2008,366.293,121.845,20.542,60.313,158.303,277.19
Indonesia,2009,401.957,128.274,19.437,64.541,181.26,374.97
Indonesia,2010,451.931,153.077,19.437,73.73,195.674,267.97
Indonesia,2011,504.762,181.281,21.062,81.553,211.329,308.07
Indonesia,2012,521.528,187.171,23.272,80.062,218.777,308.04
Indonesia,2013,496.074,164.219,24.767,64.753,229.408,302.42
Indonesia,2014,498.973,173.584,25.482,62.416,220.593,405.94
Indonesia,2015,551.475,197.815,24.507,94.252,219.406,423.54
Indonesia,2016,560.846,206.328,28.71,91.185,219.142,292.38
Indonesia,2017,575.176,221.093,32.081,84.339,226.62,292.38
Indonesia,2018,614.884,262.222,34.828,84.147,222.595,292.38
Indonesia,2019,660.594,315.401,32.415,82.998,218.69,292.38
Indonesia,2020,589.5,300.518,33.804,78.478,165.61,292.38
Iran,1991,226.011,3.843,6.27,49.617,143.967,63.31
Iran,1992,226.935,3.385,6.226,52.647,142.941,66.49
Iran,1993,235.607,4.133,6.559,60.69,146.528,68.24
Iran,1994,263.82,4.173,6.78,73.287,157.266,70.1
Iran,1995,271.582,3.909,6.986,81.575,156.607,73.83
Iran,1996,273.769,4.089,7.081,81.247,158.269,77.85
Iran,1997,267.046,4.195,7.565,90.915,143.211,81.23
Iran,1998,305.503,4.884,7.862,98.652,174.87,85.24
Iran,1999,379.501,4.976,8.477,114.287,227.718,88.15
Iran,2000,369.15,5.328,9.118,120.448,210.118,90.72
Iran,2001,394.759,4.14,9.922,127.654,227.461,96.61
Iran,2002,397.625,4.664,10.446,143.816,217.924,102.34
Iran,2003,413.665,5.188,10.749,158.468,210.79,108.61
Iran,2004,441.947,4.994,11.32,178.9,221.593,115.02
Iran,2005,463.499,6.086,11.344,200.162,222.824,121.49
Iran,2006,503.636,5.983,12.305,221.538,233.358,127.56
Iran,2007,512.66,6.577,14.191,236.52,225.18,133.58
Iran,2008,534.644,5.859,15.627,246.875,233.945,136.94
Iran,2009,559.025,4.393,17.753,261.065,232.918,143.23
Iran,2010,569.772,5.448,21.561,277.22,227.533,149.59
Iran,2011,577.336,5.313,23.057,293.263,223.695,147.51
Iran,2012,602.738,4.129,24.068,292.274,245.122,146.6
Iran,2013,610.21,4.118,24.831,294.934,246.587,145.35
Iran,2014,641.842,3.591,23.491,335.007,241.033,139.36
Iran,2015,628.626,4.302,20.9,356.769,218.897,139.19
Iran,2016,637.362,3.451,19.761,380.704,189.704,143.12
Iran,2017,712.256,4.708,18.91,399.502,212.925,143.12
Iran,2018,707.157,4.921,19.091,409.099,213.821,143.12
Iran,2019,733.366,5.114,20.893,416.238,230.896,143.12
Iran,2020,745.035,5.114,23.877,434.227,221.592,143.12
Iraq,1991,45.185,0.004,2.071,3.528,39.487,8.55
Iraq,1992,58.889,0.004,0.822,4.356,53.597,9.05
Iraq,1993,63.13,0.004,0.816,4.895,57.323,9.69
Iraq,1994,71.089,0.004,0.81,6.086,64.098,9.84
Iraq,1995,74.083,0.004,0.847,6.086,67.055,9.68
Iraq,1996,69.283,0.004,0.638,6.221,62.328,9.3
Iraq,1997,68.079,0.004,0.673,5.855,60.592,9.99
Iraq,1998,72.102,0.004,0.785,5.514,64.263,10.52
Iraq,1999,71.681,0.004,1.948,5.943,61.962,10.77
Iraq,2000,71.716,0.004,2.319,5.888,61.68,11.06
Iraq,2001,84.556,0.004,2.274,5.159,75.295,11.17
Iraq,2002,86.322,0.004,2.537,4.298,77.658,11.43
Iraq,2003,90.785,0.004,0.691,2.917,85.254,10.86
Iraq,2004,113.635,0.004,0.89,1.869,95.488,11.27
Iraq,2005,112.764,0.004,1.045,12.439,87.09,11.88
Iraq,2006,97.965,0.004,1.235,11.959,71.602,12.28
Iraq,2007,61.169,0.004,1.629,12.029,34.661,12.74
Iraq,2008,91.803,0.004,2.31,15.25,62.786,13.14
Iraq,2009,102.969,0.004,2.517,16.701,70.199,14.06
Iraq,2010,110.066,0.004,2.868,14.817,78.472,14.46
Iraq,2011,135.274,0.004,3.539,13.909,99.338,15.05
Iraq,2012,152.815,0.004,3.478,13.154,113.148,15.6
Iraq,2013,163.677,0.004,4.179,13.058,122.525,15.75
Iraq,2014,165.151,0.004,3.143,12.633,124.617,16.2
Iraq,2015,165.647,0.004,3.493,12.986,121.072,15.47
Iraq,2016,194.361,0.004,3.493,14.286,142.537,15.91
Iraq,2017,211.703,0.004,3.493,19.225,154.745,15.91
Iraq,2018,211.326,0.004,3.493,30.488,145.028,15.91
Iraq,2019,222.991,0.004,3.493,40.703,146.479,15.91
Iraq,2020,210.829,0.004,3.493,43.428,131.593,15.91
Ireland,1991,33.673,14.367,0.782,4.547,13.452,15.76
Ireland,1992,33.494,13.765,0.753,4.517,14.024,15.8
Ireland,1993,33.716,13.196,0.729,5.221,13.991,15.93
Ireland,1994,34.838,12.557,0.859,5.152,15.777,15.96
Ireland,1995,35.852,12.668,0.879,5.528,16.077,16.01
Ireland,1996,37.469,13.074,0.983,6.179,16.533,16.01
Ireland,1997,38.804,12.21,1.145,6.592,18.194,16.01
Ireland,1998,40.708,11.893,1.059,6.721,20.501,16.44
Ireland,1999,42.44,10.289,1.166,7.19,23.185,16.49
Ireland,2000,45.249,11.107,1.701,8.209,23.657,16.98
Ireland,2001,47.607,11.659,1.851,8.602,24.843,17.05
